Logistics Manager,"Logistics managers plan, direct or coordinate supply chain processes to ensure quality, low cost and efficiency of the movement and storage of goods.","1. Plan the strategy for company’s supply chain activities (transportation, storage, distribution) to ensure customer satisfaction.","2. Develop and implement operating procedures for receiving, handling, storing and shipping goods and materials.","3. Ensure structures are in place to monitor the flow of goods (e.g. computer systems of stock levels, delivery times, transport costs and performance evaluation).",4. Coordinate and control logistic processes.,5. Allocate and manage staff resources according to (changing) needs.,"6. Liaise and negotiate with other departments, suppliers, manufacturers, transport companies, customers and retailers.","7. Monitor the quality, cost and efficiency of logistic processes, e.g. by analysing data.",8. Analyse and resolve logistical problems and plan improvements.,"9. Keep up with and react to external influences, such as legislation, relevant regulations and customers’ needs.","10. Plan, develop and implement relevant health and safety procedures regarding the movement and storage of goods.",,
Machine tool operator,"Machine tool operators set up, operate and tend various cutting or forming machine tools or robots (e.g. lathes, cutters, shears, borers, millers, grinders, presses, drills, auxiliary machines). ","1. Study blueprints, layouts or other instructions to prepare the work. ",2. Plan (the sequence of) machine operations.,"3. Select and gather appropriate materials, instruments and tools for the operation.","4. Set up, start and operate machines.","5. Monitor machine operation, e.g. to detect defects or machine malfunctions.","6. Adjust machines as necessary (e.g. speed or feed), for example in case of defects or malfunctioning.",7. Check product size and shape using measuring instruments.,8. Change worn machine accessories.,9. Make minor repairs and adjustments to machines.,10. Notify supervisors when major service is required.,"11. Inspect completed work (e.g. for defects and accuracy), e.g. using rules, templates or other measuring instruments.",
Marketing manager,Marketing managers determine the demand for products and services offered by a firm and its competitors and identify potential customers. Develop pricing strategies with the goal of maximizing the firm's profits or share of the market while ensuring the firm's customers are satisfied. Oversee product development or monitor trends that indicate the need for new products and services.,"1. Identify, develop marketing strategies based on knowledge of establishment objectives, market characteristics, and cost and markup factors.","2. Evaluate the financial aspects of product development, such as budget cost efficiency and effectiveness, expenditures, research and development appropriations, and return-on-investment and profit-loss projections.","3. Prepare and give presentations to e.g. management, clients or press about marketing strategy ",4. Translate the marketing strategy into action by developing operational marketing activities and policies to promote products and services.,5. Implement the operational marketing plans.,"6. Develop and implement communication, promotion and activation plans.","7. Coach coworkers, though actions such as teambuilding, work evaluation, motivation, etc.",8. Manage (partner) agencies for the implementation of marketing activities.,"9. Confer with other departmental heads (such as design, personnel, packaging, etc.) to coordinate activities.","10. Develop distribution strategies (e.g. explore new distribution channels, assess the best channels in function of strategy, etc.).",,
Master technician cars ,"Master technicians cars diagnose and repair challenging, time-consuming and/or unusual malfunctions and damage of vehicles.",1. Confer with clients or service advisors about faults or damage of the vehicle. ,2. Examine (parts of) vehicles to determine wear and the extent of faults or damage.,3. Analyse and interpret defects.,4. Discuss with clients about the work to be performed and (where applicable) future repair requirements.,5. Carry out work specified to repair faults and damage of vehicles.,6. Perform routine and scheduled maintenance services.,7. Control and test whether faults and damage are adequately repaired.,8. Adjust repaired systems.,9. Provide colleagues with technical support when necessary.,10. Assist the garage supervisor in recruiting qualified service technicians.,"11. Ensure that the garage is in required condition regarding cleanliness, safety and equipment.",
Meat processing machine operator ,"Meat processing machine operators perform a wide range of tasks in the process by which animal carcasses are converted into manageable pieces of meat, including slaughtering and processing livestock, operating processing and rendering equipment, despatching products and keeping records. ",1. Slaughter animals.,"2. Prepare carcasses for cutting, e.g. by cleaning and removing parts (organs, skin, feathers, bones, etc.).",3. Cut carcasses for further processing.,4. Separate meat and by-products.,"5. Inspect meat products for defects, bruises or blemishes and remove them along with any excess fat.","6. Process prime parts into cuts that are ready for retail use, e.g. using knives, cleavers, meat saws, bandsaws or other equipment.",7. Pack final products.,8. Check products to ensure they are up to standards.,"9. Monitor machines and equipment, and adjust if necessary.",10. Maintain and clean machines used in meat preparing process.,,
Mechanical engineering technician,"Mechanical engineering technicians assist engineers with the design, development, operation and installation of mechanical installations and engineering projects.","1. Design equipment, machine tools, production machinery etc. for mechanical engineering projects. ","2. Develop drawings and sketches for engineering projects (e.g. new or modified industrial machinery, equipment or machine tools), for instance using computer-aided design or drafting (CAD). ","3. Identify, plan and modify requirements for fabrication, assembly and testing, e.g. by reviewing project instructions and specifications.","4. Prepare estimates of materials, equipment, labour etc. required for engineering projects.",5. Write work orders and purchase requests for outside contractors. ,"6. Fabricate, assemble and install new or modified components or complete units, e.g. mechanical equipment, machine tools and controls.","7. Discuss changes in design, methods, drafting techniques and procedures with relevant parties and coordinate revisions.","8. Plan and prepare tests of complete units and components, based on project instructions and drawings.","9. Conduct tests of components and complete units (e.g. mechanical equipment, machine tools) under operational conditions to investigate proposals for improving equipment performance, detect faults etc.",10. Analyse test results and modify or adjust components or units accordingly.,,
Medical laboratory technician,"Medical laboratory technicians perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.","1. Collect specimens from patients, such as blood, urine or tissue samples","2. Conduct tests of specimens, to detect abnormalities or diseases, e.g. By using microscope or automatic analyser","3. Analyse results of tests and experiments, e.g. By using special mechanical and electrical devices",4. Record and report findings of specimen analyses,5. Set up and adjust medical laboratory equipment,6. Maintain and clean medical laboratory equipment,"7. Analyse and record test data in order to issue reports with charts, graphs and narratives for educational purposes","8. Consult with other medical staff, e.g. pathologist, to determine a final diagnosis ",9. Conduct blood tests for transfusion purposes and perform blood counts,10. Adhere to safety measures ,,
Metal moulder or metal moulding machine setter-operator,"Metal moulders or metal moulding machine setter-operators mould and cast a range of products by mixing materials, assembling mould parts, filling and stacking moulds, etc.","1. Plan and set up the sequence of operations according to blueprints, layouts or other instructions. ","2. Select equipment, e.g. mould boxes, core boxes, cores, patterns, moulding sands, etc., according to the job requirements.  ",3. Prepare the moulds for pouring with metal. ,"4. Load or stack filled moulds, e.g. in ovens, dryers, curing boxes or on storage racks or carts.","5. Operate heating equipment, e.g. to melt material or to cure, dry or bake filled moulds.",6. Monitor the machinery during its operation.,"7. Check the completed work using precision measuring instruments such as micrometers, gauges, etc. ","8. Finish the work, e.g. by removing excess material, levelling and smoothing wet mould mixtures.","9. Clean and maintain work area, tools and equipment used in the moulding process.",,,
Metal production process operator,"Metal production process operators set up, operate or tend machines to extrude or draw metal materials, e.g. into tubes, rods, hoses, wire, bars or structural shapes.","1. Plan and set up the sequence of operations according to blueprints, layouts or other instructions.",2. Determine setup procedures and select machine dies and parts according to specifications.,"3. Load (, unload and reload) the machines with the items to be treated.","4. Operate machines, e.g. set controls to regulate vacuum, air pressure, sizing rings and temperature.","5. Monitor machine operation, e.g. to detect defects or machine malfunctions.","6. Adjust machines as necessary (e.g. speed or feed), for example in case of defects, malfunctioning, or to alter products.","7. Examine completed work by comparing with specified tolerance limits using micrometers, gauges and other precision measuring instruments.",8. Reel extruded products into rolls of specified lengths and weights. ,9. Maintain and make minor repairs to the machines.,10. Prepare the machines for repair.,,
Midwifery professional,"Midwifery professionals advise, support and control women during normal pregnancies and births.","1. Give advice and support to women during pre-conception (family planning), antenatal and postnatal periods","2. Provide care and management of pregnancy and birth, during and after the birth",3. Prescribe medicaments or medical examinations,4. Monitor the condition of the mother and foetus during pregnancy and throughout labour,5. Evaluate the progress and detects warning signs of abnormal or potentially abnormal pregnancies requiring referral to a medical practitioner,"6. Give advise and support to women on parenting skills, and babycare and feeding","7. Supervise midwifery students, nursing professionals and other health care professionals",8. Hold health education classes and seminars to promote mother and infant health ,9. Offer psychological support to pregnant women,10. coordinate maternity care and care given by other health care workers ,11. Promote non-intervention in normal childbirth,
Mixed crop farm manager,"Mixed crop farm managers plan, organise and coordinate the activities and resources of farming establishments cultivating arable crops.","1. Plan farm strategy, targets, finances and production.","2. Decide or advise on the kind of crops to be grown, and the area to be sown or planted.","3. Purchase machinery, equipment and supplies, such as seed, fertiliser and chemicals.","4. Plan the type, intensity and sequence of farm operations (e.g. determine the best time for planting, spraying and harvesting).","5. Recruit, train, direct, coordinate and supervise staff.","6. Maintain and monitor quality of produce, ensuring compliance with regulations. ","7. Establish market strategies, market and arrange for the sale of crops and other farm produce.","8. Produce and maintain records of production and finances, and prepare financial and operational reports.",9. Apply health and safety standards across the farm estate.,10. Organise farm administration.,"11. Arrange the maintenance and repair of farm buildings, machinery and equipment.",12. Perform practical farm work.
Mortgage clerk,"Mortgage clerks interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1. Verify and examine information and accuracy of loan application and closing documents.,"2. Interview loan applicants in order to obtain personal and financial data, and to assist in completing applications.","3. Assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",4. Answer questions and advise customers regarding loans and transactions.,"5. Contact customers concerning acceptance or rejection of applications, e.g. by mail, telephone, or in person.","6. Record applications for loan and credit, loan information, disbursements of funds or other relevant information, e.g. using computers.","7. Prepare and type loan applications, closing documents, legal documents, letters, forms, government notices, checks or other documents, in written or using computers.",8. Present loan and repayment schedules to customers.,"9. Calculate, review, and correct errors on interest, principal, payment, closing costs or any other necessary information, using e.g. computers or calculators.","10. Check value of customer collateral, such as a house or property, to be held as loan security, e.g. by appointing an expert for estimation.",,
Musical instrument maker,"Musical instrument makers build and repair musical instruments such as pianos, string instruments, organs etc. according to traditional methods.","1. Perform an expertise or valuation of a musical instrument, e.g. assessing the date of construction, the builder of the instrument, detect defects or failure, assess wear, and make estimates of the costs of making/repairing instruments for clients.","2. Restore antique musical instruments, using restoring techniques.",3. Disassemble instruments and parts for repair and adjustment.,"4. Reassemble instruments following repair, e.g. using hand tools and power tools and glue, hair, yarn, resin, or clamps, and lubricate instruments as necessary.",5. Tune instruments.,6. Perform reparations with synthetic materials or special materials (such as ivory or horn).,"7. Repair cracks in wood or metal instruments, using pinning wire, lathes, fillers, clamps, or soldering irons.","8. Polish instruments, using rags and polishing compounds, buffing wheels, or burnishing tools, paint or varnish if necessary.","9. String and tune instruments, and adjust trusses and bridges of instruments to obtain specified string tensions and heights.","10.Build musical instruments using various materials, such as metals, wood, synthetic materials, special materials (e.g. ivory, horn).",,
Non-commissioned officer armed forces,"Non-commissioned officers (armed forces) command, train and motivate soldiers for both peacetime and wartime tasks. They work at the middle management level within the Army.","1. Train and exercise using various military equipment and tactics, and provide training to the soldiers.","2. Look after the discipline, welfare and career development of the soldiers under their command.","3. Communicate effectively to subordinates, colleagues and professional and community groups, both orally and in writing, through briefings, operational reports and presentations.","4. Monitor, operate, service and repair military equipment.",5. Command soldiers in the front line of battle.,6. Prepare new or modify existing operational strategies and plans.,7. Stand watch and guard military establishments and other buildings.,8. Patrol areas of possible military activity.,9. Engage in peacekeeping operations and enforce ceasefire agreements.,"10. Provide aid in emergency situations, such as civil disorder, natural disasters and major accidents.",11. Participate in soldier recruiting process.,12. Perform administrative duties.
Non-farm animal caretaker,"Non-farm animal caretakers feed, water, groom, exercise, monitor or otherwise care for pets, zoo animals and other non-farm animals. May keep records of animals and clean animal quarters.","1. Prepare food, and feed and water animals, e.g. according to schedules and feeding instructions. ","2. Clean, organise and disinfect animal quarters such as pens, stables, cages and yards, and animal equipment such as saddles and bridles, and change animal bedding.","3. Perform animal grooming duties such as washing, brushing, clipping, trimming coats, cutting nails, cleaning ears and treating animals with insecticides.","4. Exercise, train, handle and play with animals.","5. Respond to questions from visitors or animal owners, and provide information to them about animals, such as behaviour, habitat and breeding habits, or facility activities.","6. Answer telephones and schedule appointments, e.g. with animal owners.","7. Examine, observe and monitor animals to detect signs of illness, disease or injury.","8. Provide treatment to sick or injured animals, or contact veterinarians to secure treatment.","9. Collect and record animal information such as weight, size, physical condition, behaviour,  treatments received, medications given and food intake. ","10. Transfer animals between enclosures, search for and capture stray animals.","11. Assist other professionals (e.g. veterinarians or scientists), e.g. in animal laboratory tests, with humane killing of animals and handling of dead animals.","12. Order, unload and store feed and supplies."
Nursery school teacher,"Nursery school teachers plan and organize activities for pre-school children and lead children in these activities to encourage their intellectual, physical and emotional growth.","1. Plan and organise activities for pre-school children to stimulate their language development, self-confidence, social skills, creativity, interest in learning, etc..","2. Lead children in activities, e.g. by telling or reading stories, teaching songs, demonstrating the use of simple musical instruments, preparing craft materials, etc.","3. Teach basic skills such as colour, shape, number and letter recognition.",4. Comfort and attend to sick children and children who are hurt or distressed.,"5. Observe and evaluate children’s performance, behaviour, social development and physical health.","6. Confer with parents or guardians, e.g. to discuss each child’s progress and needs and to suggest ways in which they can stimulate their learning and development.","7. Facilitate children in the development of proper daily routines such as toileting, dressing and eating.","8. Discuss children’s development and problems (if any) with other educators and staff, e.g. by attending staff meetings. ",9. Organise and participate in excursions to enhance learning experiences.,"10.  Cooperate with other professionals (e.g., guidance officers, speech pathologists, psychologists) to assist children with special needs.",11. Attend meetings and workshops to develop and discuss new teaching methods.,
Nursing aid,"Nursing aids provide basic patient care under direction of nursing staff. Perform duties, such as feed, bathe, dress, groom, or move patients, or change linens.",1. Observe and report changes in patient’s condition,2. Apply practical intervention procedures for dementia or behavioural problems,3. Perform basic (medical) procedures such as taking blood pressure and applying and changing dressings ,"4. Collect specimens such as urine, faeces, or sputum ",5. Assist with rehabilitation exercises and basic treatment and medications,"6. Assist patients in activities such as walking, exercising, and getting in and out of bed","7. Turn and reposition bedridden patients, alone or with assistance, to prevent bedsores",8. Feed patients when necessary,"9. Bath, groom, shave, dress, or drape patients to prepare them for surgery, treatment, or examination","10. Perform housekeeping activities, for example clean rooms and change linens",11. Clean and sterilise the care equipment,
Optician,"Opticians design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. ","1. Interpret optical prescriptions written, e.g.by optometrists or ophthalmologists","2. Measure clients' eyes, e.g. By subjective refraction or automatic measurement",3. Present the glasses to clients and help them to choose the right pair,4. Write optical prescriptions for clients and assemble the glasses,"5. Advise clients on frames, lenses and other optical products",6. Shape lenses and eyewear correctness and comfort,7. Repair glasses and frames,"8. Keep records of customer prescriptions, work orders, payments etc.","9. Select, order and manage optical products, e.g. Frames and sunglasses",10. Maintain and clean optical equipment and the store,11. Operate cash register,
Payroll Clerk,"Payroll clerks compile and maintain employee payroll data, calculate wages and prepare payments.","1. Compile employee time, production and payroll data from time sheets and other records.","2. Verify, calculate and update payroll information, such as attendance, hours worked, overtime, shift payments, commissions, pay adjustments and increases, to payroll records. ","3. Update employee information, such as new staff, exemptions, transfers and resignations, to payroll records. ","4. Calculate and post employee wages, benefits, deductions and voluntary contributions.","5. Process holiday, sick and maternity pay and expenses.","6. Process and issue employee payments and statements of earnings and deductions following schedules, and compile the schedules.",7. Pay the social organisations such as the Social Security.,8. Review payroll information to detect and reconcile discrepancies.,9. Issue and record adjustments to pay related to previous errors or retroactive increases. ,"10. Provide information and all necessary certificates to employees and employer on payroll matters, tax issues, benefit plans and collective agreement provisions. ",11. Keep informed about changes in tax and deduction laws that apply to the payroll process. ,
Personal carer in an institution for the elderly,"Personal carers in an institution for the elderly assist elderly people with daily living activities and health care connected tasks, under the supervision of a medical professional, in an institution for the elderly. ","1. Give support to the elderly patients in a daycare institution or a residential institutions with daily living tasks such as personal hygiene, dressing, eating, drinking, transport and budgeting","2. Perform housekeeping duties, such as cooking and running errands",3. Carry out health care related tasks such as monitoring vital signs (under the supervision of registered nurses and physiotherapists),"4. Administer medication orally, via rectum, subcutaneously and intramuscularly",5. Transport/accompany patients to locations outside the institution,6. Educate family to provide bedside care,7. Report changes in client’s condition and the services offered,8. Create individual care programmes,"9. Coordinate and arrange activities to enhance the patient’s physical, social, emotional and intellectual development",10. Create and maintain records of the patient’s progress/development and services performed,11. Consult with other health care providers about patient,12. Clean and sterilise the care equipment
Personal carer in an institution for the handicapped,"Personal carers in an institution for the handicapped assist handicapped people with daily living activities and health care connected tasks, under the supervision of a medical professional, in an institution for the handicapped. ","1. Give support to the handicapped in care or residential institutions with daily living tasks such as washing, dressing, eating, drinking, transport and budgeting","2. Perform housekeeping duties, such as cooking and running errands",3. Carry out health care related tasks such as monitoring vital signs (under the supervision of registered nurses and physiotherapists),"4. Administer medication orally, via rectum, subcutaneously and intramuscularly",5. Transport/accompany patients to locations outside the institution,6. Educate family to provide bedside care,7. Report changes in patient’s condition and the services offered,8. Create individual care programmes,"9. Coordinate and arrange activities to enhance patient’s physical, social, emotional and intellectual development",10. Create and maintain records of the patient’s progress/development and services performed,11. Consult with other health care providersabout patient,12. Clean and sterilise the care equipment
Personal carer in private homes,"Personal carers assist elderly and handicapped people with daily living activities at the person's home. Duties performed at a place of residence may include keeping house (making beds, doing laundry, washing dishes) and preparing meals. May advise families, and the patients/clients, on such things as nutrition, cleanliness, and household utilities.","1. Give support to patients at home with daily living tasks such as washing, dressing, eating, drinking, transport and budgeting","2. Perform housekeeping duties, such as cooking and running errands",3. Carry out health care related tasks such as monitoring vital signs (under the supervision of registered nurses and physiotherapists),"4. Administer medication orally, via rectum, subcutaneously and intramusculary",5. Transport/accompany patients to locations outside home,6. Educate family to provide bedside care,7. Report changes in patient’s condition and the services offered,8. Create individual care programmes,"9. Coordinate and arrange activities to enhance physical, social, emotional and intellectual development",10. Create and maintain records of the patient’s progress/development and services performed,11. Consult with other health care providers about patient,12. Clean and sterilise the care equipment
Personnel clerk,Personnel clerks perform administrative tasks related with human resources in employment processes.,"1. Process, verify and maintain documentation relating to personnel matters and procedures, such as recruitment procedures, training programs, performance evaluation procedures, etc.","2. Record individual employee data, including such information as addresses, weekly earnings, absences, supervisory reports on performance, etc.","3. Process and review employment applications, e.g. to evaluate qualifications or eligibility of applicants","4. Request information from law enforcement officials, previous employers, and other references to determine applicants' employment acceptability.",5. Make recommendations on staff appointments,6. Answer questions and explain HR policies and procedures to employees or job applicants,"7. Provide information on personnel matters (e.g., new appointments) to authorized persons and organizations. ",8. Prepare management reports on HR issues,"9. Perform a variety of clerical duties, e.g. answering telephone calls, sending out announcements of job openings etc.",,,
Physician assistant,"Physician assistants provide healthcare services under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. ",1. Examine patients to obtain information about their physical condition,2. Analyse and interpret diagnostic test results ,3. Answer phones and patients’ questions,4. Make tentative diagnoses and decisions about care and treatment of patients,"5. Obtain, compile and record patient medical data, including health history, progress/development notes and results of physical examination","6. Administer or order diagnostic tests, such as x-ray, electrocardiogram, or laboratory tests","7. prescribe, with physician’s approval, therapy or medication ","8. Carry out therapeutic procedures, such as injections, immunisations, suturing and wound care, and infection treatment","9. Advise patients on prescribed therapeutic regimens, normal growth and development, family planning, everyday emotional problems, and how to maintain health ","10. Assist physicians during surgery or complicated medical procedures, e.g. By holding equipment",11. Supervise and coordinate activities of technicians and technical assistants,
Pipe fitter,"Pipe fitters assemble, install and maintain pipe systems, pipe supports and related hydraulic and pneumatic equipment for steam, hot water, heating, cooling, lubricating, sprinkling, and industrial production and processing systems.","1. Select pipe sizes, types and related materials.",2. Measure and mark pipes for cutting and threading.,"3. Cut, thread and hammer pipes according to specifications.","4. Assemble and secure pipes, tubes, fittings and related equipment according to specifications using techniques such as welding, brazing, cementing, soldering or threading joints.","5. Cut and bore holes in structures (e.g. bulkheads, decks, walls and mains) using hand and power tools.","6. Attach pipes to walls, structures and fixtures using tools and equipment such as brackets, clamps or welding equipment.",7. Check the work and repair and correct faults.,"8. Examine and test installed systems and pipe lines (e.g. using pressure gauge, hydrostatic testing, observation or other methods).","9. Modify, clean and maintain pipe systems, units, fittings and related machines and equipment.",,,
Plant maintenance mechanic,"Plant maintenance mechanics lubricate machinery, change parts or perform other routine machinery maintenance. ","1. Study blueprints, technical manuals and engineering specifications to maintain and fix equipment.","2. Identify the tools, equipment and skills necessary for repair and maintenance work.",3. Install new machinery.,4. Perform basic diagnostic tests.,5. Check machine performance.,"6. Dismantle machines and remove parts for repair using hand tools, chain falls, jacks, cranes or hoists.",7. Test damaged machine parts.,8. Replace the damaged and worn parts if necessary.,9. Reassemble machines after the completion of repair or maintenance work.,10. Clean and lubricate machinery.,11. Keep records of repair and maintenance work.,
Plumber,"Plumbers assemble, install, and repair pipes, fittings, and fixtures of heating, water, and drainage systems, according to specifications and plumbing codes.","1.      Review blueprints, building plans, building regulations, product information and specifications to determine work details and procedures (e.g. sequence of pipe installations, to plan around obstructions such as electrical wiring).",2.      Select sizes and types of equipment and materials.,"3.      Locate and mark the position of pipe installations, connections, passage holes, and fixtures in structures, using measuring instruments such as rulers and levels. ","4.      Measure, cut, thread, and bend pipe to required angle, using different techniques and hand and power tools or machines such as pipe cutters, pipe-threading and pipe-bending machines.","5.      Assemble pipe sections, tubing and fittings, using materials such as couplings, clamps, screws, bolts, cement, plastic solvent, caulking, and/or techniques such as soldering, brazing and welding.","6.      Install pipe assemblies, fittings, valves, appliances and fixtures (e.g. sinks, toilets, dishwashers, heating and cooling systems, gas appliances, water tanks), e.g. using hand and power tools. ",7.      Maintain and repair plumbing systems. ,8.      Check the work (e.g. by filling pipes or plumbing fixtures with water or air and observe pressure gauges to detect and locate leaks) and repair and correct faults.,9.      Keep records of assignments and produce detailed work reports. ,,,
Police Inspector,"Police inspectors plan, organise, supervise and coordinate activities of members of police force.",1. Plan and organise the resources and activities for general policing for an area or functional unit.,"2. Liaise with senior officers to determine staff, financial and other needs.","3. Direct and coordinate the detection, prevention and investigation of crime, offering guidance and expertise, and ensuring that procedures are conducted in accordance with laws and regulations.","4. Direct collection, preparation and handling of evidence, conduct raids and order detention of witnesses and suspects for questioning.",5. Establish contacts and sources of information concerning crimes planned or committed.,6. Prepare the documentation required for lawsuits and cooperate with prosecutors.,"7. Control, monitor and evaluate the work of subordinate officers, and authorise promotions and transfers.","8. Inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work, and train staff in proper police work procedures. ",9. Investigate and resolve personnel problems within the organisation and charges of misconduct against staff. ,"10. Maintain logs, prepare reports, direct the preparation, handling and maintenance of departmental records, and manage unit’s other administrative tasks.","11. Develop, implement and revise departmental policies and procedures. ",
Policy advisor,"Policy advisers develop and advise on policies guiding the design, implementation and modification of government and commercial operations and programmes.","1. Review existing policies and legislation, e.g. to identify anomalies and out-of-date provisions.",2. Identify issues to research and analyse.,"3. Research relevant issues, e.g. social, economic and industrial trends, client expectations of programmes and services provided, etc.","4. Develop, analyse and evaluate policy options.",5. Make recommendations for new policy.,6. Assess the financial implications and fairness of existing policies.,"7. Liaise and consult with interested parties (e.g. programme administrators), e.g. to identify policy needs or to discuss policy options.","8. Write reports, prepare briefing papers and recommendations for policy changes.",9. Prepare speeches and presentations.,10. Prepare and maintain policy and procedure manuals.,,
Post secondary education teacher,"Post secondary teachers instruct students in a wide variety of subjects at post-secondary educational institutes (e.g. higher vocational education, university etc.).","1. Prepare outlines for courses, including schedule and content of lectures, demonstrations, discussion groups, sessions and seminars.","2. Prepare course materials, such as syllabi, assignments, hand outs and exams. ","3. Prepare class meetings (e.g. lectures, demonstrations, seminars, laboratory sessions). ",4. Teach classes using different teaching methods.,5. Advise and assist students individually.,"6. Grade students’ work, such as exams, assignments and papers.","7. Supervise students’ field work, internships, etc.",8. Evaluate and report on student’ performance and behaviour.,"9. Keep abreast of developments in their field, e.g. by reading current literature, talking with colleagues and participating in professional conferences.",10. Participate in faculty meetings.,11. Confer with work organisations to establish internships.,"12. Evaluate and, if necessary, revise curricula, course content, course materials, methods of instruction, etc."
Post Sorting or Distributing Clerk,Post sorting or distributing clerks prepare incoming and outgoing mail for distribution. ,"1. Collect outgoing mail, check that items are in a suitable condition for processing and determine manner in which mail is to be sent.","2. Check items to ensure that the appropriate documentation is attached and that addresses are legible and correct, and operate machines for addressing the material if necessary.","3. Check that sufficient postage has been paid and, if necessary, affix postage by hand or using postmarking machines.","4. Sort outgoing items according to routing schemes, bundle, label and route sorted mail to designated areas depending on destinations and according to established procedures and deadlines. ",5. Contact delivery or courier services to arrange delivery of letters and parcels.,6. Issue receipts for the collection and delivery of registered or recorded mail and other items.,"7. Receive, open, check and label containers of incoming mail from large volume mailers, couriers and contractors. ","8. Sort, route and distribute incoming mail into correct boxes, pigeonholes etc., if necessary using sorting equipment, such as electronic mail-sorting and scanning devices.","9. Check wrongly addressed, missorted, undelivered and redirected mail, search directories to find correct addresses, and process freepost and underpaid mail.","10. Check the mail items in respect to damage, and in case notice any, report to supervisor.",11. Prepare and maintain records and documentation of material received or despatched.,
Power production plant operator,"Power production plant operators control, operate and maintain machinery to generate electric power. ","1. Control and monitor boilers, turbines, generators and auxiliary equipment in power-generating plants.","2. Control the flow of electricity from a central point by operating and monitoring valves, switches and gauges.",3. Control processes and equipment for managing by-products.,4. Coordinate and schedule power loads and line voltages. ,"5. Compile records and reports, e.g. on equipment performance, instrument readings and switching operations.","6. Control and maintain auxiliary equipment, such as pumps, fans, compressors, condensers, feed water heaters, filters and chlorinators, to supply water, fuel, lubricants, air and auxiliary power.","7. Clean and lubricate equipment such as generators, turbines, pumps and compressors.","8. Communicate with systems operators, e.g. to regulate and coordinate transmission loads and frequencies, and line voltages.",9. Start or stop generators and connect or disconnect them to and from circuits.,10. Respond to emergencies such as fire and environmental hazards.,,
Primary school principal,"Primary school principals plan, direct, and coordinate the activities of public or private primary schools","1. Establish and implement mission statements, policies and procedures.",2. Set educational goals and standards.,"3. Manage and coordinate the educational, administrative and financial affairs of a school.","4. Supervise staff, including managers, support staff, teachers, counsellors, librarians, etc.",5. Enforce discipline within the school.,"6. Confer with staff, e.g. to give them advise, explanations or answers to procedural questions.","7. Evaluate teachers’ work, e.g. by visiting classrooms, observing teaching methods, reviewing instructional objectives and examining learning materials.",8. Manage staff recruitment and training.,9. Supervise the maintenance of school facilities.,"10. Prepare reports on various subjects, including attendance, activity, planning or personnel records.","11. Represent the school at meetings, e.g. meetings in the community.","12. Promote the school, for example through publicity and contacts with other organisations."
Primary school teacher,Primary school teachers teach pupils in public or private schools at the elementary level ,1. Prepare daily and longer term lesson plans in accordance with curriculum guidelines.,"2. Prepare class meetings, e.g. by gathering materials and preparing the classroom. ","3. Instruct children individually and in groups, using various teaching methods and materials (e.g., computers, books, games), adapting to children’s varying needs.",4. Maintain discipline and good working habits in the classroom.,"5. Plan and conduct activities with the children, e.g. sporting activities, concerts and excursions.",6. Assign and grade class work and homework.,"7. Prepare, administer, and grade tests and assignments to evaluate children’s progress.",8. Observe and evaluate children’s performance and behaviour.,"9. Supervise children during classes and at other times in the school day, including the playground during breaks.","10. Participate in staff meetings and other sessions, and confer with other teachers concerning educational issues.","11. Prepare for and attend parent meetings, e.g. to discuss children’s progress and problems (if any).",
Printing machine operator,"Printing machine operators set up or operate various types of printing machines, such as offset, letterset, intaglio, or gravure presses or screen printers to produce print on paper or other materials.","1. Read the printing instructions to determine job details, such as quantity, delivery dat, materials needed to execute the printing order.","2. Select and install printing equipment and materials, such as printing plates, rollers, feed guides, gauges, screens, stencils, type, dies, and cylinders in machines according to specifications, using hand tools.",3. Perform a testrun.,4. Make adjustments if necessary.,"5. Monitor feeding, printing quality, and racking processes of presses in order to maintain specified operating levels and to detect malfunctions during print.",6. Make any necessary adjustments during printing.,7. Collect and store printed materials.,8. Prepare and package printed materials for shipping or transport.,9. Maintain and clean printing equipment.,10. Make reports of the printing processes in order to enable invoice making for printing orders.,,
